text,label,cleanData
"one Ramasubba Reddy and his watchman 
Sheik Dawood were 
murdered on 10th October, 1997. Accused no.1, who is the appellant befo 
re us and original Accused 
no.5 are the sons of the younger brother of Ramasubba Reddy. While A-2 to A-4 were the 
friends of 
these two accused. The deceased Ramasubba Reddy belonged to Andhra Pradesh but had settled do 
wn 
in Raichur in Karnataka while his younger brother Hussaini Reddy, whose 
sons are A-1 and A-5, 
stayed back in a nearby village of Andhra Pradesh. They were financially not doing well. Th 
ey used to 
seek financial help from Ramasubba Reddy. It is alleged that A-1 and A-5 along with their fri 
ends A-2 
to A-4 hired a vehicle to visit the house of Ramasubba Reddy. The driver of the vehicle is 
one Shabbir 
Sab -PW 8. The vehicle was stopped at a distance from the house of Ramasubba Reddy. A-1 to A-4 
went 
inside the house of Ramasubba Reddy at about 8.30 p.m. after leaving the vehicle at a distance 
from the 
2 
house. A-5 stayed back in the vehicle. Some evidence has been led that a quarrel took place b 
etween the 
deceased and the accused persons inside the house. There is also evidence that all the accu 
sed persons 
left the house and went back to their native place in the same vehicle which was waiting 
at a distance 
from the house of Ramasubba Reddy. The accused persons were arrested on 24.10.1997 i.e. 
two weeks 
after the alleged incident. After the arrest, on personal search of A1 and A-3 conducted inside the 
police station, a pistol is said to have been recovered from A-1 and a knife from A-3. 
The prosecution 
has further led the evidence that at the instance of A-1 certain gold ornaments were recovered 
from the 
house of one Naryana Reddy, C.W.27. These ornaments were identified by 
the daughter-in-law of 
Ramasubba Reddy to whom they belonged. Narayana Reddy has not been examined as a witness.",murder,one ramasubba reddy watchman sheik dawood murdered october accused appellant befo u original accused son younger brother ramasubba reddy friend two accused deceased ramasubba reddy belonged andhra pradesh settled wn raichur karnataka younger brother hussaini reddy whose son stayed back nearby village andhra pradesh financially not well th ey used seek financial help ramasubba reddy alleged along fri end hired vehicle visit house ramasubba reddy driver vehicle one shabbir sab pw vehicle stopped distance house ramasubba reddy went inside house ramasubba reddy p leaving vehicle distance house stayed back vehicle evidence led quarrel took place b etween deceased accused person inside house also evidence accu sed person left house went back native place vehicle waiting distance house ramasubba reddy accused person arrested e two week alleged incident arrest personal search conducted inside police station pistol said recovered knife prosecution led evidence instance certain gold ornament recovered house one naryana reddy c w ornament identified daughter law ramasubba reddy belonged narayana reddy not examined witness
"The incident took place on 18th June, 1997 in the night 
at about 9-9.30 p.m. at Christian Ka Pura, Bangar Ki Haveli. 
Some young boys of the vicinity informed the complainant, 
Brij Kishore Bidua, who was later examined as PW1 that a 
quarrel has taken place between Mahavir, the deceased, and 
Mahesh Dhimar near the house of Mahesh Dhimar. Upon 
4 
receiving this information, Brij Kishore, along with Sunil 
Badhaulia, went running to the Christian Ka Pura where they 
saw that Mahesh Dhimar was holding both the arms of 
Mahavir and Dinesh Dhimar was stabbing him with knife in 
the chest on the left side and Nand Kishore was also pelting 
stones at him. After receiving these injuries, Mahavir 
collapsed to the ground. As per the witnesses even after 
Mahavir fell, Nand Kishore kept pelting stones on him and 
then they ran away from the site. Brij Kishore and Sunil 
carried Mahavir to the hospital on their scooter where the 
doctor examined him and declared him brought dead.",murder,incident took place june night p christian ka pura bangar ki haveli young boy vicinity informed complainant brij kishore bidua later examined quarrel taken place mahavir deceased mahesh dhimar near house mahesh dhimar upon receiving information brij kishore along sunil badhaulia went running christian ka pura saw mahesh dhimar holding arm mahavir dinesh dhimar stabbing knife chest left side nand kishore also pelting stone receiving injury mahavir collapsed ground per witness even mahavir fell nand kishore kept pelting stone ran away site brij kishore sunil carried mahavir hospital scooter doctor examined declared brought dead
"on 
6.03.2005, Rajbir went to sleep in the street on a cot at about 
7.30 p.m. and Daya Nand (PW-7) also went to sleep in his house 
at about 9.00 p.m. At 11.00 P.M., Daya Nand heard the sound 
of vomiting of his brother and he came out and found his 
brother Rajbir crying in pain. PW-7 called his father Chander 
Bhan and both of them noticed injuries on the forehead of 
Rajbir with profuse bleeding. PW-7 went to call the doctor but 
the doctor refused to accompany him. When Daya Nand 
returned back, Rajbir had already succumbed to injuries. Law 
was set in motion by PW-7 and FIR was registered under 
Section 302, IPC. PW-14 had taken up the investigation and 
inquest was conducted on the body of the deceased Rajbir. Dr. 
J.K. Bhalla (PW-10) conducted autopsy on the body of deceased 
Rajbir and a country-made bullet was seized from the occipital 
area of the brain of deceased Rajbir. Dr. Bhalla opined that the 
death was due to injury to the brain and he issued Ex P-13-post 
mortem certificate. Site plan of the scene of occurrence was 
prepared and material objects were seized. The 
appellant-accused was arrested on 14.03.2005 and based on his 
confession statement, a pistol was recovered behind a water 
tank in the house of the appellant-accused.",murder,rajbir went sleep street cot p daya nand pw also went sleep house p p daya nand heard sound vomiting brother came found brother rajbir cry pain pw called father chander bhan noticed injury forehead rajbir profuse bleeding pw went call doctor doctor refused accompany daya nand returned back rajbir already succumbed injury law set motion pw fir registered section ipc pw taken investigation inquest conducted body deceased rajbir dr j k bhalla pw conducted autopsy body deceased rajbir country made bullet seized occipital area brain deceased rajbir dr bhalla opined death due injury brain issued ex p post mortem certificate site plan scene occurrence prepared material object seized appellant accused arrested based confession statement pistol recovered behind water tank house appellant accused
"On 3.03.2001, Beant Singh (father of Jagraj Singh), Dalip 
Singh (grandfather of Jagraj Singh), Gurnam Singh and Rajinder 
Pal Singh (nephew of Dalip Singh), while coming out of Court, 
after hearing a criminal case, were attacked by a mob 
consisting of 7 persons, namely- Sukhwinder Singh, Labh Singh 
and Avtar Singh (all armed with kirpans), Bakhtaur Singh 
(armed with a ghop), Manjit Singh (armed with a kirch), along 
with Prem Kumar and Narayan Dutt (both without any weapon in 
their hands). Apparently, Bakhtaur Singh gave a blow to the 
head of Dalip Singh, who was being allegedly held by Prem 
Kumar and Narayan Dutt, which resulted in his death.",murder,beant singh father jagraj singh dalip singh grandfather jagraj singh gurnam singh rajinder pal singh nephew dalip singh coming court hearing criminal case attacked mob consisting person namely sukhwinder singh labh singh avtar singh armed kirpan bakhtaur singh armed ghop manjit singh armed kirch along prem kumar narayan dutt without weapon hand apparently bakhtaur singh gave blow head dalip singh allegedly held prem kumar narayan dutt resulted death
"sister of PW-3 Naresh Salvi, got married to Magan Salvi. About two 
Mahabir Singh 
Date: 2014.09.02 
13:32:45 IST 
Reason: 
years prior to the incident, due to differences with her husband, 
2 
Nathi left her matrimonial house and she was residing at her parents’ 
house, Mauza Basti, District Udaipur. While staying at her parents’ 
house, Mauza Basti, Nathi developed intimacy with Narendra- the 
accused. About three months prior to the incident, Nathi and the 
accused eloped and returned to the village after 10-15 days. On 
19.03.2003, the parents of the deceased and the complainant went 
for work. PW-3 was also not at home and he was participating in 
some events pertaining to Holi festival and Nathi was all alone at 
home. At about 2.30 p.m., on returning home, PW-3 found the main 
gate closed, and despite calling, the gate was not opened from inside. 
Thereafter PW-3 entered into the interior open floor of the house 
through the outer wall, wherefrom he saw Nathi and Narendra 
standing in a room with closed door. From the peep-hole of the 
door, PW-3 saw the accused with a sword in his hand and the 
accused inflicted sword blows on the deceased and caused stab 
injuries on the chest and the abdomen. On hearing the alarm raised 
by PW-3, neighbours Kalu Lal and Shankar Lal and others came to 
the place of occurrence and the door of the room was opened. Nathi 
was found on the floor with stab injuries bleeding all over and 
accused was also found having stab wounds in his abdomen. 
4. On oral information given by PW 1- Shankar Lal, Sarpanch 
Kishan Singh had telephoned to police and FIR was registered 
3 
against the accused. PW 7 - Dr. M.L. Purbia conducted autopsy on 
the body of the deceased Nathi and opined that the cause of death 
was due to shock and excessive bleeding in the chest. PW-7 
examined the injuries on the person of accused and issued Exhibit 
P-12 Injury Certificate. After completion of investigation the accused 
was challaned for the offences punishable under Sections 302 and 
309 IPC. 
5. To bring home the guilt of the accused, prosecution 
examined PWs -1 to 17 and exhibited documents and material 
objects. The accused was questioned under Section 313 Cr.P.C 
about the incriminating evidence and circumstances. The accused 
stated that he is innocent and he had not committed the offence. The 
accused further stated that himself and Nathi were in love which was 
not accepted by the villagers and hence they tried to commit suicide 
in which he survived and the deceased Nathi died",murder,sister pw naresh salvi got married magan salvi two mahabir singh date ist reason year prior incident due difference husband nathi left matrimonial house residing parent house mauza basti district udaipur staying parent house mauza basti nathi developed intimacy narendra accused three month prior incident nathi accused eloped returned village day parent deceased complainant went work pw also not home participating event pertaining holi festival nathi alone home p returning home pw found main gate closed despite calling gate not opened inside thereafter pw entered interior open floor house outer wall wherefrom saw nathi narendra standing room closed door peep hole door pw saw accused sword hand accused inflicted sword blow deceased caused stab injury chest abdomen hearing alarm raised pw neighbour kalu lal shankar lal others came place occurrence door room opened nathi found floor stab injury bleeding accused also found stab wound abdomen oral information given pw shankar lal sarpanch kishan singh telephoned police fir registered accused pw dr l purbia conducted autopsy body deceased nathi opined cause death due shock excessive bleeding chest pw examined injury person accused issued exhibit p injury certificate completion investigation accused challaned offence punishable section ipc bring home guilt accused prosecution examined pws exhibited document material object accused questioned section cr p c incriminating evidence circumstance accused stated innocent not committed offence accused stated nathi love not accepted villager hence tried commit suicide survived deceased nathi died
"Smt. Roopa Devi (PW.3) wife of Neel Kumar @ Anil 
Kumar - appellant, had gone to her parental home at 
village Kesri alongwith her minor son on 26.6.2007 
leaving her two children i.e. Sanjana, daughter, 4 years 
old and Vishal, son, 2 years old at her matrimonial home 
with her husband - appellant. She had to return back on 
the same day but could not return and stayed at her 
parental home. On the same day, she received information 
by telephone at 4.00 p.m. from her brother-in-law Ramesh 
Kumar that her husband had committed rape upon her 4 
years old daughter Sanjana. Roopa Devi (PW.3) came back 
to her matrimonial home on the next day i.e. 27.6.2007 
alongwith 5-7 persons including her family members and 
neighbours and found her daughter Sanjana, victim, in an 
injured condition. The Panchayat was convened to resolve 
the problems. However, the Panchayat could not resolve 
the dispute, therefore, Roopa Devi (PW.3), complainant, 
returned to her parental home alongwith accompanying 
persons leaving her injured daughter Sanjana and son 
Vishal in the custody of the appellant at her matrimonial 
home. Roopa Devi (PW.3) wanted to take her injured 
daughter for medical help, but the appellant and his 
family members restricted her and even tried to snatch 
her 15 days old son from her. 
2 
B. Roopa Devi (PW.3) received a telephone call again 
from her brother-in-law Ramesh Kumar on 28.6.2007 
informing her that appellant had killed her daughter 
Sanjana. She came there alongwith her brother Gulla 
(PW.4) and lodged the report to P.S. Bilaspur against the 
appellant for committing the rape on her 4 years old 
daughter Sanjana on 26.6.2007 and against her brotherin-laws and appellant for committing her murder on 
27/28.6.2007 and concealing her dead body.",murder,smt roopa devi pw wife neel kumar anil kumar appellant gone parental home village kesri alongwith minor son leaving two child e sanjana daughter year old vishal son year old matrimonial home husband appellant return back day could not return stayed parental home day received information telephone p brother law ramesh kumar husband committed rape upon year old daughter sanjana roopa devi pw came back matrimonial home next day e alongwith person including family member neighbour found daughter sanjana victim injured condition panchayat convened resolve problem however panchayat could not resolve dispute therefore roopa devi pw complainant returned parental home alongwith accompanying person leaving injured daughter sanjana son vishal custody appellant matrimonial home roopa devi pw wanted take injured daughter medical help appellant family member restricted even tried snatch day old son b roopa devi pw received telephone call brother law ramesh kumar informing appellant killed daughter sanjana came alongwith brother gulla pw lodged report p bilaspur appellant committing rape year old daughter sanjana brotherin law appellant committing murder concealing dead body
"t there was enmity between the 
deceased Rishipal and Om Pal Singh, the appellant herein for a 
number of years. Both the deceased and the appellant were 
1 
competing for the license of a liquor shop near the railway 
station, Davera, about 3 years prior to the tragic incident on 
11.6.1978. Since then, there had been several hostile 
incidents, at different times, between the two. It appears that 
on one occasion, the appellant had beaten up Rishipal, on the 
basis of which a criminal case was pending against the appellant 
in the local Court at Bareilly. Thereafter, there was a theft 
committed at the grocery shop of the deceased. Here again, he 
had registered a complaint of theft against the appellant at the 
local police station. As a consequence of these incidents, 
earlier also in the month of February or March, 1978, the 
appellant had tried to kill the deceased but he had managed to 
escape. But the victim was not so lucky, when he was shot down 
by the appellant on 11.6.1978.",murder,enmity deceased rishipal om pal singh appellant herein number year deceased appellant competing license liquor shop near railway station davera year prior tragic incident since several hostile incident different time two appears one occasion appellant beaten rishipal basis criminal case pending appellant local court bareilly thereafter theft committed grocery shop deceased registered complaint theft appellant local police station consequence incident earlier also month february march appellant tried kill deceased managed escape victim not lucky shot appellant
"on 27.4.2000 at 6.40 P.M. with Police 
Station, Rudrapur, by complainant Ajit Singh (PW.1) alleging 
that his grand father Hardayal Singh had given certain shares 
in his immovable properties to his three sons, namely, Gopal 
Singh, Joginder Singh and Mahender Singh and denied a share to 
his father Inderjit Singh and uncle Paramjit Singh, the 
appellant. The appellant had fraudulently sold a plot at 
Rudrapur and to prevent him from repeating such act, 
appellant’s father Hardayal Singh executed a General Power of 
Attorney, as well as a Will, dated 27.04.2000 in respect of one 
of his properties in favour of the complainant’s father, 
Inderjit Singh and thus, the appellant became annoyed. The 
appellant misbehaved with his father Hardayal Singh and brother 
Inderjit Singh and threatened them with dire consequences, at 
the office of the Sub-Registrar at Kichcha. 
3. On the same day in the evening at 5.45 P.M., the 
complainant Ajit Singh (PW.1), his father Inderjit Singh and 
brothers Surender Singh, Saranjit Singh alongwith Satwant Singh 
and Gurmit Singh went to drop Hardayal Singh at his residence 
in Matkawali Gali. When they were alighting from the car, the 
appellant Paramjit Singh and two or three of his associates 
were sitting there. The appellant, with an intention to kill 
3 
them, started firing. Thus, complainant’s father Inderjit 
Singh, his brothers Surender Singh and Saranjit Singh, died on 
the spot and complainant Ajit Singh (PW.1), his brother Baljit 
Singh (PW.2) and his grand-father Hardayal Singh got injured.",murder,p police station rudrapur complainant ajit singh pw alleging grand father hardayal singh given certain share immovable property three son namely gopal singh joginder singh mahender singh denied share father inderjit singh uncle paramjit singh appellant appellant fraudulently sold plot rudrapur prevent repeating act appellant father hardayal singh executed general power attorney well dated respect one property favour complainant father inderjit singh thus appellant became annoyed appellant misbehaved father hardayal singh brother inderjit singh threatened dire consequence office sub registrar kichcha day evening p complainant ajit singh pw father inderjit singh brother surender singh saranjit singh alongwith satwant singh gurmit singh went drop hardayal singh residence matkawali gali alighting car appellant paramjit singh two three associate sitting appellant intention kill started firing thus complainant father inderjit singh brother surender singh saranjit singh died spot complainant ajit singh pw brother baljit singh pw grand father hardayal singh got injured
"complainant Satish 
Jotva (PW-42) used to live with his family in Village Arena. On 
2.9.2003 his uncle Bhurabhai Jivabhai (PW-46) was going to 
his field on a bicycle. At about 10.30 a.m., he was intercepted 
by Pathubha Govindji Rathod (appellant no. 1) near bus stand. 
Accused/appellant no.1 picked up a quarrel with Bhurabha 
Jivabhai as to why he supported Natha Nagabhai (one of the 
deceased) in Gram Panchayat Election with whom the 
accused/appellant no.1 was not having cordial relations. 
Meanwhile Natha Nagabhai came there and joined Bhurabhai 
Jivabhai in the quarrel. This led heated exchange of words 
between both the sides, and crowd gathered there. 
Accused/Appellant no.1 was joined by his other supporters 
(co-accused), who were armed with deadly weapons like 
swords, knives and sticks. Out of the accused persons, 
accused Pathubha Govindji was armed with revolver, and 
accused Bhavubhai Gagubhai, Bhuraji Gaguji, Kirit Jesing 
and Punjaji Muluji were armed with swords. Accused Mala 
Gaguji was armed with knife. Rest of the accused Gaguji 
3 
Manji, Gomubha Halarwadi, Navalsinh Motisinh, Kanubha 
Jesangji, Dhiru Jesing, Kiritsinh Punjajai, Veraji Punjaji, 
Jayubha, Samatsinh, Sidharajsinh Manji, Bharat Manji, Kanu 
Bhai Devu bhai and accused/appellant no.2 Hemubha 
Govindji were armed with sticks. On hearing the noise, 
complainant Satish Jiva Jotva (PW-42) and his another uncle 
Bhimshi Jiva (PW-47), father of the complainant Hamir 
Nagabhai (another deceased), Malde Nagabhai (PW-43), 
Bhurabhai Jivabhai (PW-46), Punjabhai Bhimshibhai (PW-44), 
Jagmal Jivabhai (PW-45) and some other villagers also 
gathered there. When the quarrel further aggravated between 
the two sides, accused/appellant no.1 Pathubha Govindji 
exhorted his supporters to kill Natha Nagabhai and teach 
lesson to other supporters. Thereafter, accused/appellant 
no.1 Pathubha Govindji himself took out revolver from his 
pocket and fired at him. Natha Nagabhai suffered bullet 
injuries on the stomach and fell down. In the incident, 
Bhimshibhai who was attacked with sword suffered injury on 
his head. Bhavubhai Gagubhai assaulted Punja Bhimshi with 
sword in his hand, and he also suffered injury on his head. 
4 
Punjaji gave blow to Bharat Jiva on his head, Gomubha 
Halarwala gave blow on the head of Jagmal Jiva. 
Accused/appellant no.2 Hemubha Govindji inflicted injury 
with sword on the head of Hamir Nagabhai. Accused Malde 
Nagabhai Jotva assaulted with stick to some other persons. 
Several persons suffered injuries in the incident on both sides. 
According to prosecution, after the incident complainant took 
his uncle Natha Nagabhai on his motor cycle to Mangrol 
Government Hospital, and other injured persons were also 
taken on rickshaw to said Hospital for medical treatment. Out 
of the injured Natha Nagabhai, Bhimshi Jivabhai, Hamir 
Nagabhai, Bhura Jivabhai, Malde Nagabhai, Punjabhai 
Bhimshibhai, Jagmal Jivabhai were shifted to Junagarh 
Hospital for further treatment. In the incident Natha Nagabhai 
and Hamir Nagabhai succumbed to the injuries and died.",murder,complainant satish jotva pw used live family village arena uncle bhurabhai jivabhai pw going field bicycle intercepted pathubha govindji rathod appellant near bus stand accused appellant picked quarrel bhurabha jivabhai supported natha nagabhai one deceased gram panchayat election accused appellant not cordial relation meanwhile natha nagabhai came joined bhurabhai jivabhai quarrel led heated exchange word side crowd gathered accused appellant joined supporter co accused armed deadly weapon like sword knife stick accused person accused pathubha govindji armed revolver accused bhavubhai gagubhai bhuraji gaguji kirit jesing punjaji muluji armed sword accused mala gaguji armed knife rest accused gaguji manji gomubha halarwadi navalsinh motisinh kanubha jesangji dhiru jesing kiritsinh punjajai veraji punjaji jayubha samatsinh sidharajsinh manji bharat manji kanu bhai devu bhai accused appellant hemubha govindji armed stick hearing noise complainant satish jiva jotva pw another uncle bhimshi jiva pw father complainant hamir nagabhai another deceased malde nagabhai pw bhurabhai jivabhai pw punjabhai bhimshibhai pw jagmal jivabhai pw villager also gathered quarrel aggravated two side accused appellant pathubha govindji exhorted supporter kill natha nagabhai teach lesson supporter thereafter accused appellant pathubha govindji took revolver pocket fired natha nagabhai suffered bullet injury stomach fell incident bhimshibhai attacked sword suffered injury head bhavubhai gagubhai assaulted punja bhimshi sword hand also suffered injury head punjaji gave blow bharat jiva head gomubha halarwala gave blow head jagmal jiva accused appellant hemubha govindji inflicted injury sword head hamir nagabhai accused malde nagabhai jotva assaulted stick person several person suffered injury incident side according prosecution incident complainant took uncle natha nagabhai motor cycle mangrol government hospital injured person also taken rickshaw said hospital medical treatment injured natha nagabhai bhimshi jivabhai hamir nagabhai bhura jivabhai malde nagabhai punjabhai bhimshibhai jagmal jivabhai shifted junagarh hospital treatment incident natha nagabhai hamir nagabhai succumbed injury died
"On 25.5.1996, between 2:30 and 3:00 p.m. 
Sri Panniyannur Chandran accompanied by his wife, Arundhuti 
(hereinafter referred to as PW1) went to the Thalassery 
Railway Station riding a motor bike to see off his brother-inlaw to Madras. On their return, they met the father of the 
deceased, who told them that he was going to the ration shop 
to buy rice. On their way back, when they had almost reached 
home, they found that the road had been blocked by Arayakkamdy 
Sukumaran @ Suku (hereinafter referred to as A1), 
Thayyullathil Thazhekuniyil Pavithran @ Pavi (hereinafter 
referred to as A2), Myladimmal Surendran (hereinafter referred 
to as A3), Kaithayullaparambath Preman (hereinafter referred 
to as A4) and Kunhiparambath Purushothaman @ Purushu 
(hereinafter referred to as A5). They were all armed with 
deadly weapons. Though the deceased attempted to avoid them, 
he was unable to do so, as the engine of the motor cycle went 
dead. The wife jumped off the motorcycle just before it fell. 
She ran away. Then from a distance she saw that A1 assaulted 
the deceased with a billhook which injured his left hand. The 
deceased started running towards his house hotly chased by the 
accused armed with deadly weapons. The wife ran to the place 
where they had met CW1. But hearing her screams, CW1 was 
already coming towards the trouble spot. On meeting CW1, she 
informed him about the incident. She then ran to the house of 
her husband thinking that the deceased must have reached home. 
Finding that her husband was not in the house, she again ran 
back, with the sister of the deceased, to the place of 
assault. She found the deceased lying with his head on the lap 
of his father. According to the wife, the incident occurred at 
about 4:45 p.m. At that time, she did not know the names of 
the accused. She was told the names by CW1 after three days.",murder,p sri panniyannur chandran accompanied wife arundhuti hereinafter referred went thalassery railway station riding motor bike see brother inlaw madras return met father deceased told going ration shop buy rice way back almost reached home found road blocked arayakkamdy sukumaran suku hereinafter referred thayyullathil thazhekuniyil pavithran pavi hereinafter referred myladimmal surendran hereinafter referred kaithayullaparambath preman hereinafter referred kunhiparambath purushothaman purushu hereinafter referred armed deadly weapon though deceased attempted avoid unable engine motor cycle went dead wife jumped motorcycle fell ran away distance saw assaulted deceased billhook injured left hand deceased started running towards house hotly chased accused armed deadly weapon wife ran place met hearing scream already coming towards trouble spot meeting informed incident ran house husband thinking deceased must reached home finding husband not house ran back sister deceased place assault found deceased lying head lap father according wife incident occurred p time not know name accused told name three day
"The brief facts of the case indicate that appellant No.1 was married to a 
young lady called Babita Agarwal on 05.03.2003. They had a child on 25.02.2004. 
All of them are ordinarily residents of Delhi. On or about 30.04.2009, appellant 
No.1 had gone to Orissa to be with his wife who was with her parents and to bring 
her back to Delhi. On their return journey on 04.05.2009, they met with a serious 
accident at night with an Army truck at Babina in Jhansi District. The passengers 
in the car were the appellant No.1, his wife Babita Agarwal and their child and the 
driver appellant No.2. Ghanshyam Gosai. As a result of the accident, Babita 
Agarwal died almost immediately and the driver and appellant No.1 suffered 
serious injuries. The child also suffered some injuries.",murder,brief fact case indicate appellant married young lady called babita agarwal child ordinarily resident delhi appellant gone orissa wife parent bring back delhi return journey met serious accident night army truck babina jhansi district passenger car appellant wife babita agarwal child driver appellant ghanshyam gosai result accident babita agarwal died almost immediately driver appellant suffered serious injury child also suffered injury
"on 17.10.1990 at about 4.30 pm while PW-1 Sukhdeo had gone to a 
grocery shop, he heard noise that a lady was burning. When he came rushing, he 
found Sushila in flames in front of his house. He poured water and doused the fire. 
Sushila told PW-1 Sukhdeo that appellant no.2 had poured kerosene on her while 
appellant no.1 was holding her and that she was thus set afire. The Police reached the 
spot and she was taken to Ural Police Station. Sushila made an oral report to PW-12 
PSI Deomurar adverting to the dispute and the quarrel of the previous day and stated 
that the appellants had again made a demand for money obtained from the sale of 
lambs, had quarreled with her and later set her afire. As per her version, the incident 
was witnessed by one Kusum and Motiram.",murder,pm pw sukhdeo gone grocery shop heard noise lady burning came rushing found sushila flame front house poured water doused fire sushila told pw sukhdeo appellant poured kerosene appellant holding thus set afire police reached spot taken ural police station sushila made oral report pw psi deomurar adverting dispute quarrel previous day stated appellant made demand money obtained sale lamb quarreled later set afire per version incident witnessed one kusum motiram
"On September 28, 1990 at 9.00P.M., 
while returning from the betel shop of Rajveer after purchasing 
bidi, a few steps away, at Tiraha (junction of three roads), 
Mahtab Singh (A-1) and Jaipal (A-2) - father and son - met 
him. Ganga Singh demanded money due from Mahtab Singh. 
Mahtab Singh, however, rebuked him. Ganga Singh asked 
Mahtab Singh as to why he was rebuking when money was 
due and payable by him. Hearing this, Mahtab Singh asked his 
son Jaipal to catch and kill Ganga Singh. Jaipal caught hold 
of Ganga Singh; Mahtab Singh gave a knife blow to Ganga 
Singh due to which Ganga Singh fell down. Vinod (PW-1) and 
Ratiram (PW-2) who were sitting under the thatched roof near 
Flour Mill and one Asarfilal rushed towards the spot. On 
seeing them, Mahtab Singh and Jaipal ran away.",murder,september returning betel shop rajveer purchasing bidi step away tiraha junction three road mahtab singh jaipal father son met ganga singh demanded money due mahtab singh mahtab singh however rebuked ganga singh asked mahtab singh rebuking money due payable hearing mahtab singh asked son jaipal catch kill ganga singh jaipal caught hold ganga singh mahtab singh gave knife blow ganga singh due ganga singh fell vinod pw ratiram pw sitting thatched roof near flour mill one asarfilal rushed towards spot seeing mahtab singh jaipal ran away
"the complainant’s sister’s husband was involved in a murder 
case and was in jail. The complainant had put up a hut in the land of Kariyappa Alakanur 
situated at Yaragatti and started cultivating it. It was further alleged that Kariyappa had 
three sons and the eldest was Malakari Sidda. The father of Kariyappa was involved in the 
murder of one Maruti Alakanur and on this account the accused persons who were the 
relatives of the said Maruti nurtured a grudge against Kariyappa Alakanur. It is stated 
that on 22.06.1996 the deceased and the son of complainant were attending to the work of 
preparing jaggery from sugarcane. When the work was over, his son Mahadev Ningappa 
Kamari and deceased Malakari Sidda went to have a bath in the canal by the side of the 
land of Dattapant Kulkarni. Since they did not return early the complainant went 
towards the said canal and saw all the accused persons near the canal who were armed 
with various weapons. They lifted the said Malakari Sidda and carried him for some 
distance and committed his murder. This was seen by his son Mahadev and he being a 
friend ran towards their garden hut and, thereafter, this witness came on a bicycle along 
with Arjun Ishwar Honamore and Sanjeev Mahadev Honamore. He also mentioned that 
the accused persons had gone away along with blood stained sickles in their hands 
towards Yaragatti village. He had found that Malakari Sidda was dead and his head was 
almost completely severed from the trunk. The police reached the spot and found the 
body and conducted the necessary investigation. The dead body was sent for postmortem where 10 serious wounds were found in it",murder,complainant sister husband involved murder case jail complainant put hut land kariyappa alakanur situated yaragatti started cultivating alleged kariyappa three son eldest malakari sidda father kariyappa involved murder one maruti alakanur account accused person relative said maruti nurtured grudge kariyappa alakanur stated deceased son complainant attending work preparing jaggery sugarcane work son mahadev ningappa kamari deceased malakari sidda went bath canal side land dattapant kulkarni since not return early complainant went towards said canal saw accused person near canal armed various weapon lifted said malakari sidda carried distance committed murder seen son mahadev friend ran towards garden hut thereafter witness came bicycle along arjun ishwar honamore sanjeev mahadev honamore also mentioned accused person gone away along blood stained sickle hand towards yaragatti village found malakari sidda dead head almost completely severed trunk police reached spot found body conducted necessary investigation dead body sent postmortem serious wound found
"The incident occurred on 1st July, 1983 at about 1.30 p.m. 
in a village Kharivavadi in 
Patan Taluka in Mehasana district. The deceased Ranaji Navalsinh and Lax 
manji Jethaji were 
proceeding through the village street in a tractor to the house of the deceased for lunch an 
d when they 
reached in front of the house of accused no.2-Sardarji Shankerji Thakor, all the three accused 
who were 
in their house and on seeing the deceased Ranajani and Lakshmanji they started abusing. Accor 
ding to 
the prosecution, the son of Manaji was killed by some assailants previously and the complain 
ants were 
2 
suspected to have some involvement in that matter. It is alleged that 
the appellants have assaulted 
Ranaji. According to prosecution, accused no.1 started hurling abusive words and the se 
cond accused 
Shankerji Thakor gave a blow with Dharia on the head of Ranaji. Thereafter the accused no.1 M 
anaji 
also gave a blow on the right side of head of Ranaji. Accused no.3 had given a blow 
on the left hand 
wrist of Ranaji and he also gave a blow on the back with Dharia. Thereafer the injured Ranaji 
became 
unconscious and fell on the ground. Some others intervened and therefore, 
the appellants have fled 
from that place. Ranaji was taken to the government hospital at Patan and he died",murder,incident occurred july p village kharivavadi patan taluka mehasana district deceased ranaji navalsinh lax manji jethaji proceeding village street tractor house deceased lunch reached front house accused sardarji shankerji thakor three accused house seeing deceased ranajani lakshmanji started abusing accor ding prosecution son manaji killed assailant previously complain ant suspected involvement matter alleged appellant assaulted ranaji according prosecution accused started hurling abusive word se cond accused shankerji thakor gave blow dharia head ranaji thereafter accused anaji also gave blow right side head ranaji accused given blow left hand wrist ranaji also gave blow back dharia thereafer injured ranaji became unconscious fell ground others intervened therefore appellant fled place ranaji taken government hospital patan died
